OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
2017-01-092016-05-092015-06-30,2003-09-192003-04-012002-03-23,SO61743SO50428SO46602,1170.0,48952.0,16.0,4.0,4.0
2017-01-092016-05-092015-07-01,2003-11-012003-03-132002-05-03,SO61743SO50429SO46677,1236.0,43601.0,18.0,3.0,4.0
2017-01-092016-05-092015-07-01,2003-12-202003-01-262002-05-16,SO61773SO50431SO46679,966.0,57881.0,19.0,6.0,5.0
2017-01-092016-05-092015-07-01,2003-11-092003-04-072002-04-23,SO61773SO50424SO46683,1208.0,49452.0,25.0,5.0,4.0
2017-01-092016-05-092015-07-01,2003-12-072003-01-242002-05-09,SO61773SO50425SO46681,1201.0,60218.0,20.0,4.0,4.0
2017-01-092016-05-092015-07-01,2003-11-132003-03-192002-04-18,SO61773SO50430SO46676,1151.0,63621.0,26.0,3.0,3.0
2017-01-092016-05-102015-07-01,2003-12-162003-01-302002-03-10,SO61761SO50434SO46682,1213.0,48178.0,20.0,5.0,4.0
2017-01-092016-05-102015-07-01,2003-10-262003-01-192002-03-05,SO61761SO50437SO46680,1258.0,58751.0,25.0,4.0,4.0
2017-01-092016-05-102015-07-01,2003-11-212003-03-082002-03-12,SO61761SO50436SO46678,1253.0,66974.0,24.0,3.0,4.0
2017-01-092016-05-102015-07-02,2003-11-222003-03-192002-03-28,SO61768SO50435SO46685,1218.0,40477.0,15.0,4.0,4.0
2017-01-092016-05-102015-07-02,2003-12-202003-03-132002-04-15,SO61768SO50433SO46684,922.0,53790.0,17.0,5.0,3.0
2017-01-092016-05-102015-07-02,2003-10-012003-04-122002-04-19,SO61768SO50432SO46686,1053.0,53174.0,19.0,3.0,3.0
2017-01-092016-05-112015-07-03,2003-12-152003-02-102002-04-05,SO61770SO50438SO46687,1230.0,46289.0,22.0,5.0,4.0
2017-01-092016-05-112015-07-03,2003-10-062003-02-022002-03-17,SO61770SO50448SO46695,1074.0,48330.0,21.0,3.0,3.0
2017-01-092016-05-112015-07-03,2003-09-302003-01-262002-03-24,SO61770SO50445SO46692,1293.0,52726.0,16.0,4.0,3.0
2017-01-092016-05-112015-07-03,2003-11-302003-01-282002-03-16,SO61758SO50439SO46697,1207.0,57746.0,25.0,3.0,3.0
2017-01-092016-05-112015-07-03,2003-11-142003-03-012002-04-06,SO61733SO50447SO46693,1219.0,40688.0,22.0,3.0,4.0
2017-01-092016-05-112015-07-03,2003-12-052003-04-112002-05-21,SO61760SO50440SO46694,1234.0,58509.0,21.0,5.0,4.0
2017-01-092016-05-112015-07-03,2003-11-072003-01-202002-03-06,SO61760SO50444SO46689,1287.0,53257.0,12.0,4.0,4.0
2017-01-092016-05-112015-07-03,2003-12-032003-04-072002-06-17,SO61760SO50449SO46699,1218.0,67183.0,25.0,3.0,4.0
2017-01-092016-05-112015-07-03,2003-09-122003-04-262002-05-02,SO61736SO50443SO46698,953.0,58103.0,26.0,4.0,3.0
2017-01-092016-05-112015-07-03,2003-11-172003-01-112002-05-23,SO61736SO50442SO46696,1097.0,58049.0,26.0,3.0,3.0
2017-01-092016-05-112015-07-03,2003-12-122003-02-092002-03-31,SO61745SO50441SO46690,1164.0,50085.0,20.0,3.0,3.0
2017-01-092016-05-122015-07-03,2003-09-142003-04-202002-05-07,SO61763SO50458SO46688,946.0,44930.0,20.0,5.0,4.0
2017-01-092016-05-122015-07-03,2003-10-312003-03-062002-05-15,SO61763SO50450SO46691,1266.0,46121.0,21.0,3.0,4.0
2017-01-092016-05-122015-07-04,2003-10-152003-02-142002-06-06,SO61763SO50460SO46708,921.0,65115.0,28.0,4.0,3.0
2017-01-092016-05-122015-07-04,2003-12-042003-03-192002-03-10,SO61759SO50451SO46706,935.0,67383.0,15.0,5.0,3.0
2017-01-092016-05-122015-07-04,2003-10-212003-04-142002-05-28,SO61759SO50459SO46705,974.0,57468.0,18.0,4.0,3.0
2017-01-092016-05-122015-07-04,2003-12-062003-04-042002-05-06,SO61759SO50457SO46701,1272.0,50266.0,25.0,3.0,3.0
2017-01-092016-05-122015-07-04,2003-10-282003-01-292002-03-13,SO61780SO50462SO46707,1184.0,59985.0,17.0,5.0,5.0
2017-01-092016-05-122015-07-04,2003-12-042003-02-132002-03-26,SO61780SO50454SO46703,1114.0,60491.0,24.0,3.0,3.0
2017-01-092016-05-122015-07-04,2003-12-142003-03-292002-03-14,SO61780SO50456SO46700,1220.0,53087.0,20.0,4.0,3.0
2017-01-092016-05-122015-07-04,2003-10-092003-01-122002-03-08,SO61753SO50455SO46704,1234.0,54554.0,17.0,3.0,4.0
2017-01-092016-05-122015-07-04,2003-11-252003-02-182002-05-12,SO61765SO50453SO46702,1230.0,48271.0,21.0,5.0,4.0
2017-01-092016-05-122015-07-05,2003-11-292003-02-222002-03-26,SO61765SO50452SO46716,1263.0,67702.0,16.0,3.0,4.0
2017-01-092016-05-122015-07-05,2003-10-122003-01-242002-06-12,SO61765SO50461SO46709,1264.0,61903.0,25.0,4.0,3.0
2017-01-092016-05-132015-07-05,2003-09-272003-03-212002-06-03,SO61782SO50469SO46718,903.0,68270.0,27.0,6.0,4.0
2017-01-092016-05-132015-07-05,2003-12-072003-02-012002-03-16,SO61782SO50466SO46710,1163.0,60941.0,27.0,4.0,4.0
2017-01-092016-05-132015-07-05,2003-09-262003-04-202002-06-11,SO61782SO50463SO46711,1218.0,60110.0,26.0,5.0,4.0
2017-01-092016-05-132015-07-05,2003-09-162003-02-112002-05-06,SO61782SO50468SO46712,1310.0,69477.0,25.0,3.0,3.0
2017-01-092016-05-132015-07-05,2003-10-052003-02-082002-03-13,SO61779SO50471SO46714,1182.0,48684.0,13.0,4.0,4.0
2017-01-092016-05-132015-07-05,2003-11-152003-04-082002-05-29,SO61779SO50464SO46713,1356.0,67061.0,20.0,3.0,3.0
2017-01-092016-05-132015-07-05,2003-11-122003-03-182002-04-27,SO61738SO50465SO46715,1291.0,70371.0,15.0,3.0,4.0
2017-01-092016-05-132015-07-05,2003-10-032003-03-042002-04-16,SO61744SO50470SO46717,1183.0,72903.0,19.0,4.0,3.0
2017-01-092016-05-132015-07-06,2003-10-112003-02-202002-04-26,SO61744SO50467SO46720,1205.0,49373.0,20.0,3.0,3.0
2017-01-092016-05-142015-07-06,2003-12-102003-03-122002-06-02,SO61741SO50477SO46723,1201.0,48195.0,18.0,4.0,4.0
2017-01-092016-05-142015-07-06,2003-12-202003-04-132002-04-12,SO61741SO50482SO46726,1175.0,70378.0,22.0,3.0,4.0
2017-01-092016-05-142015-07-06,2003-11-132003-04-252002-03-24,SO61735SO50472SO46727,1206.0,63344.0,21.0,5.0,5.0
2017-01-092016-05-142015-07-06,2003-11-222003-04-202002-03-30,SO61735SO50483SO46719,1191.0,42236.0,27.0,6.0,4.0
2017-01-092016-05-142015-07-06,2003-09-122003-04-042002-06-08,SO61735SO50481SO46728,1197.0,42670.0,26.0,4.0,4.0
2017-01-092016-05-142015-07-06,2003-12-082003-04-042002-05-02,SO61735SO50479SO46722,1366.0,46598.0,16.0,3.0,3.0
2017-01-092016-05-142015-07-06,2003-09-172003-04-182002-05-22,SO61748SO50473SO46729,1177.0,62995.0,17.0,3.0,3.0
2017-01-092016-05-142015-07-06,2003-09-272003-01-182002-05-26,SO61748SO50476SO46721,1199.0,56175.0,19.0,4.0,3.0
2017-01-092016-05-142015-07-06,2003-09-132003-01-202002-06-21,SO61757SO50480SO46725,1237.0,59983.0,19.0,3.0,4.0
2017-01-092016-05-142015-07-07,2003-11-062003-02-142002-04-28,SO61757SO50475SO46730,975.0,48665.0,19.0,4.0,3.0
2017-01-092016-05-142015-07-07,2003-10-162003-03-022002-04-30,SO61772SO50474SO46733,1216.0,75486.0,16.0,5.0,4.0
2017-01-092016-05-142015-07-07,2003-09-142003-03-082002-06-09,SO61772SO50478SO46734,1190.0,52389.0,14.0,4.0,3.0
2017-01-092016-05-152015-07-07,2003-10-312003-04-022002-03-22,SO61772SO50489SO46732,1236.0,53145.0,22.0,6.0,3.0
2017-01-092016-05-152015-07-07,2003-10-282003-02-112002-04-04,SO61772SO50487SO46735,1335.0,61875.0,19.0,3.0,3.0
2017-01-092016-05-152015-07-07,2003-11-302003-01-222002-04-22,SO61777SO50488SO46736,1226.0,60797.0,22.0,5.0,4.0
2017-01-092016-05-152015-07-07,2003-11-272003-03-192002-06-22,SO61777SO50484SO46731,1225.0,56367.0,22.0,4.0,4.0
2017-01-092016-05-152015-07-07,2003-09-272003-01-282002-05-27,SO61777SO50486SO46738,1214.0,50262.0,14.0,6.0,3.0
2017-01-092016-05-152015-07-07,2003-11-262003-02-272002-05-13,SO61777SO50490SO46737,1311.0,50810.0,22.0,3.0,3.0
2017-01-092016-05-152015-07-08,2003-09-152003-02-182002-06-14,SO61762SO50492SO46743,1273.0,58155.0,28.0,4.0,5.0
2017-01-092016-05-152015-07-08,2003-10-092003-04-202002-05-23,SO61762SO50491SO46741,949.0,57020.0,25.0,6.0,4.0
2017-01-092016-05-162015-07-08,2003-12-162003-03-182002-05-21,SO61762SO50497SO46739,991.0,42728.0,21.0,5.0,3.0
2017-01-092016-05-162015-07-08,2003-12-052003-02-232002-03-26,SO61762SO50496SO46740,1301.0,40042.0,12.0,3.0,3.0
2017-01-092016-05-162015-07-08,2003-11-152003-02-232002-04-25,SO61742SO50499SO46742,1187.0,56748.0,19.0,3.0,4.0
2017-01-092016-05-162015-07-08,2003-10-082003-03-242002-06-05,SO61742SO50493SO46744,1210.0,69980.0,17.0,4.0,4.0
2017-01-092016-05-162015-07-09,2003-09-172003-02-142002-05-19,SO61742SO50494SO46746,961.0,50817.0,15.0,5.0,3.0
2017-01-102016-05-162015-07-09,2003-10-242003-03-042002-04-11,SO61832SO50495SO46749,1158.0,45114.0,22.0,4.0,4.0
2017-01-102016-05-162015-07-09,2003-11-112003-03-192002-05-31,SO61832SO50498SO46745,1295.0,40779.0,11.0,3.0,3.0
2017-01-102016-05-162015-07-09,2003-09-252003-03-272002-04-29,SO61819SO50500SO46748,1191.0,65612.0,23.0,3.0,3.0
2017-01-102016-05-172015-07-09,2003-11-282003-04-272002-04-06,SO61813SO50507SO46747,1176.0,68868.0,14.0,5.0,4.0
2017-01-102016-05-172015-07-10,2003-10-112003-04-142002-06-04,SO61813SO50501SO46754,1225.0,59958.0,23.0,3.0,4.0
2017-01-102016-05-172015-07-10,2003-09-232003-02-092002-04-07,SO61813SO50508SO46755,1202.0,65759.0,22.0,4.0,3.0
2017-01-102016-05-172015-07-10,2003-09-192003-03-142002-05-24,SO61853SO50506SO46752,899.0,67448.0,24.0,6.0,4.0
2017-01-102016-05-172015-07-10,2003-12-062003-02-132002-04-26,SO61853SO50503SO46750,986.0,55515.0,25.0,4.0,3.0
2017-01-102016-05-172015-07-10,2003-10-192003-04-072002-03-22,SO61853SO50504SO46751,962.0,45983.0,21.0,5.0,3.0
2017-01-102016-05-172015-07-10,2003-11-152003-03-072002-06-01,SO61853SO50502SO46753,1135.0,57815.0,23.0,3.0,3.0
2017-01-102016-05-172015-07-10,2003-09-142003-02-272002-04-20,SO61797SO50505SO46756,1234.0,54730.0,12.0,3.0,3.0
2017-01-102016-05-182015-07-11,2003-12-242003-03-212002-03-21,SO61814SO50509SO46765,1230.0,46617.0,15.0,3.0,4.0
2017-01-102016-05-182015-07-11,2003-10-212003-02-202002-04-22,SO61814SO50510SO46768,929.0,65396.0,22.0,4.0,3.0
2017-01-102016-05-192015-07-11,2003-11-132003-04-052002-06-24,SO61814SO50515SO46760,980.0,44212.0,17.0,5.0,3.0
2017-01-102016-05-192015-07-11,2003-12-102003-02-112002-05-19,SO61821SO50511SO46761,913.0,64961.0,28.0,4.0,3.0
2017-01-102016-05-192015-07-11,2003-11-252003-02-272002-05-31,SO61821SO50517SO46759,954.0,69872.0,24.0,5.0,3.0
2017-01-102016-05-192015-07-11,2003-10-162003-02-102002-05-13,SO61821SO50516SO46767,1251.0,54635.0,28.0,3.0,3.0
2017-01-102016-05-192015-07-11,2003-10-282003-03-142002-05-25,SO61792SO50514SO46757,1223.0,67540.0,13.0,4.0,4.0
2017-01-102016-05-192015-07-11,2003-10-162003-02-152002-05-25,SO61792SO50513SO46762,1269.0,51350.0,17.0,5.0,4.0
2017-01-102016-05-192015-07-11,2003-10-222003-02-282002-03-19,SO61792SO50512SO46764,930.0,79118.0,16.0,6.0,3.0
2017-01-102016-05-202015-07-11,2003-10-102003-02-172002-05-29,SO61792SO50522SO46758,1356.0,61372.0,23.0,3.0,3.0
2017-01-102016-05-202015-07-11,2003-11-072003-04-282002-05-20,SO61811SO50526SO46766,912.0,67060.0,22.0,4.0,4.0
2017-01-102016-05-202015-07-11,2003-10-092003-03-182002-05-13,SO61811SO50520SO46763,960.0,58970.0,9.0,5.0,3.0
2017-01-102016-05-202015-07-12,2003-10-092003-02-152002-04-10,SO61811SO50523SO46771,1212.0,44432.0,18.0,3.0,3.0
2017-01-102016-05-202015-07-12,2003-12-162003-03-212002-04-29,SO61809SO50521SO46770,1203.0,61844.0,10.0,3.0,4.0
2017-01-102016-05-202015-07-12,2003-11-022003-03-082002-04-24,SO61809SO50524SO46773,1172.0,48295.0,3.0,6.0,4.0
2017-01-102016-05-202015-07-12,2003-11-272003-05-052002-06-08,SO61809SO50525SO46774,976.0,46880.0,6.0,4.0,3.0
2017-01-102016-05-202015-07-12,2003-12-242003-03-082002-03-22,SO61809SO50519SO46772,978.0,50303.0,10.0,5.0,3.0
2017-01-102016-05-202015-07-12,2003-11-212003-02-262002-05-05,SO61802SO50527SO46776,1273.0,59464.0,22.0,3.0,5.0
2017-01-102016-05-212015-07-12,2003-10-272003-04-142002-06-21,SO61802SO50532SO46769,1276.0,52348.0,18.0,4.0,4.0
2017-01-102016-05-212015-07-13,2003-11-302003-03-112002-06-16,SO61802SO50528SO46777,941.0,52459.0,24.0,5.0,3.0
2017-01-102016-05-212015-07-13,2003-12-142003-04-022002-06-25,SO61812SO50534SO46778,1236.0,47689.0,24.0,3.0,4.0
2017-01-102016-05-212015-07-13,2003-12-222003-04-302002-03-20,SO61812SO50536SO46786,943.0,73916.0,19.0,4.0,3.0
2017-01-102016-05-212015-07-13,2003-11-222003-03-062002-06-21,SO61829SO50531SO46787,1192.0,51582.0,21.0,3.0,4.0
2017-01-102016-05-212015-07-13,2003-11-162003-04-292002-03-29,SO61829SO50533SO46785,960.0,41534.0,21.0,4.0,3.0
2017-01-102016-05-212015-07-13,2003-10-042003-03-062002-03-30,SO61803SO50537SO46779,1237.0,61914.0,25.0,4.0,4.0
2017-01-102016-05-212015-07-13,2003-10-252003-05-042002-04-21,SO61803SO50530SO46782,1294.0,51531.0,20.0,3.0,4.0
2017-01-102016-05-212015-07-13,2003-12-212003-03-162002-06-03,SO61834SO50535SO46784,1234.0,52229.0,14.0,5.0,4.0
2017-01-102016-05-212015-07-13,2003-12-232003-03-162002-04-30,SO61834SO50529SO46780,1273.0,54828.0,9.0,4.0,4.0
2017-01-102016-05-222015-07-13,2003-09-282003-02-052002-05-09,SO61834SO50544SO46781,1330.0,43262.0,14.0,3.0,3.0
2017-01-102016-05-222015-07-13,2003-12-012003-04-102002-04-21,SO61815SO50540SO46788,1275.0,52594.0,25.0,3.0,4.0
2017-01-102016-05-222015-07-13,2003-12-262003-04-142002-04-28,SO61815SO50547SO46783,942.0,64196.0,22.0,4.0,3.0
2017-01-102016-05-222015-07-14,2003-10-112003-03-312002-06-09,SO61825SO50543SO46798,972.0,58003.0,25.0,5.0,5.0
2017-01-102016-05-222015-07-14,2003-10-122003-03-082002-05-21,SO61825SO50545SO46791,1200.0,40184.0,17.0,3.0,4.0
2017-01-102016-05-222015-07-14,2003-11-092003-02-212002-03-31,SO61825SO50549SO46795,1177.0,65180.0,20.0,4.0,3.0
2017-01-102016-05-222015-07-14,2003-09-172003-01-232002-04-28,SO61846SO50539SO46793,1224.0,66536.0,6.0,4.0,3.0
2017-01-102016-05-222015-07-14,2003-09-152003-02-102002-05-28,SO61846SO50541SO46790,1316.0,51797.0,13.0,3.0,3.0
2017-01-102016-05-222015-07-14,2003-09-182003-04-252002-05-12,SO61845SO50548SO46792,1206.0,50889.0,16.0,6.0,4.0
2017-01-102016-05-222015-07-14,2003-11-042003-04-182002-05-10,SO61845SO50542SO46797,1286.0,48984.0,19.0,4.0,3.0
2017-01-102016-05-222015-07-14,2003-11-062003-03-292002-06-26,SO61845SO50546SO46794,1268.0,53919.0,21.0,5.0,3.0
2017-01-102016-05-222015-07-14,2003-11-062003-01-302002-06-01,SO61845SO50538SO46796,1293.0,61206.0,16.0,3.0,3.0
2017-01-102016-05-232015-07-15,2003-10-092003-01-282002-06-12,SO61855SO50554SO46801,1252.0,57868.0,23.0,3.0,3.0
2017-01-102016-05-232015-07-15,2003-10-282003-04-152002-06-30,SO61827SO50552SO46800,1275.0,57283.0,18.0,3.0,4.0
2017-01-102016-05-232015-07-15,2003-12-052003-02-192002-03-23,SO61827SO50556SO46802,936.0,56949.0,12.0,4.0,3.0
2017-01-102016-05-232015-07-15,2003-09-302003-04-292002-06-20,SO61795SO50559SO46799,1208.0,44816.0,24.0,5.0,4.0
2017-01-102016-05-232015-07-16,2003-11-182003-04-142002-06-18,SO61795SO50561SO46807,1211.0,52724.0,26.0,4.0,4.0
2017-01-102016-05-232015-07-16,2003-09-252003-03-052002-05-09,SO61795SO50550SO46803,949.0,56969.0,19.0,6.0,3.0
2017-01-102016-05-232015-07-16,2003-12-262003-04-132002-04-17,SO61795SO50551SO46804,1051.0,53146.0,25.0,3.0,3.0
2017-01-102016-05-232015-07-16,2003-09-272003-01-272002-06-21,SO61783SO50557SO46805,1268.0,39870.0,20.0,3.0,4.0
2017-01-102016-05-232015-07-16,2003-12-052003-04-242002-05-12,SO61831SO50560SO46806,1260.0,49094.0,24.0,4.0,4.0
2017-01-102016-05-232015-07-16,2003-11-182003-03-052002-06-22,SO61831SO50553SO46808,1219.0,44030.0,25.0,5.0,3.0
2017-01-102016-05-232015-07-17,2003-12-222003-02-082002-05-29,SO61831SO50555SO46812,1236.0,46258.0,15.0,3.0,3.0
2017-01-102016-05-232015-07-17,2003-10-262003-02-132002-07-02,SO61823SO50558SO46816,1259.0,46841.0,16.0,3.0,4.0
2017-01-102016-05-242015-07-17,2003-11-292003-02-012002-05-24,SO61794SO50563SO46819,1103.0,54714.0,27.0,3.0,3.0
2017-01-102016-05-242015-07-17,2003-11-102003-04-232002-05-18,SO61826SO50565SO46813,1221.0,68434.0,16.0,5.0,5.0
2017-01-102016-05-242015-07-17,2003-11-192003-02-192002-07-01,SO61826SO50569SO46809,1234.0,62539.0,23.0,4.0,4.0
2017-01-102016-05-242015-07-17,2003-12-122003-01-292002-06-12,SO61826SO50570SO46818,1284.0,62993.0,21.0,3.0,3.0
2017-01-102016-05-242015-07-17,2003-12-132003-01-262002-06-02,SO61849SO50572SO46817,1164.0,68222.0,14.0,6.0,5.0
2017-01-102016-05-242015-07-17,2003-10-192003-05-042002-04-06,SO61849SO50568SO46815,1253.0,72388.0,22.0,4.0,5.0
2017-01-102016-05-242015-07-17,2003-09-192003-04-042002-05-30,SO61849SO50571SO46811,1240.0,55033.0,11.0,5.0,3.0
2017-01-102016-05-242015-07-17,2003-12-192003-04-252002-04-23,SO61849SO50562SO46814,1328.0,57312.0,18.0,3.0,3.0
2017-01-102016-05-242015-07-17,2003-12-032003-03-232002-04-27,SO61788SO50574SO46810,1259.0,57447.0,26.0,3.0,4.0
2017-01-102016-05-242015-07-18,2003-11-132003-01-252002-04-11,SO61788SO50564SO46821,1217.0,78806.0,19.0,4.0,3.0
2017-01-102016-05-242015-07-18,2003-11-232003-05-062002-06-19,SO61843SO50575SO46825,1208.0,68595.0,22.0,5.0,4.0
2017-01-102016-05-242015-07-18,2003-10-262003-04-032002-05-01,SO61843SO50576SO46820,1262.0,81472.0,20.0,4.0,4.0
2017-01-102016-05-242015-07-18,2003-10-022003-05-072002-05-11,SO61843SO50573SO46826,1265.0,57171.0,14.0,3.0,3.0
2017-01-102016-05-242015-07-18,2003-11-032003-04-132002-04-21,SO61810SO50567SO46822,1150.0,61194.0,8.0,3.0,3.0
2017-01-102016-05-242015-07-18,2003-09-262003-03-132002-06-02,SO61810SO50577SO46824,1247.0,67733.0,19.0,4.0,3.0
2017-01-102016-05-252015-07-18,2003-11-182003-04-132002-04-22,SO61824SO50581SO46823,1189.0,59789.0,16.0,3.0,4.0
2017-01-102016-05-252015-07-19,2003-10-192003-03-142002-05-10,SO61785SO50582SO46827,1290.0,56546.0,22.0,4.0,5.0
2017-01-102016-05-252015-07-19,2003-11-272003-04-222002-06-29,SO61785SO50578SO46831,1228.0,47357.0,20.0,5.0,4.0
2017-01-102016-05-252015-07-19,2003-10-192003-02-132002-06-20,SO61785SO50579SO46834,1250.0,46922.0,20.0,6.0,4.0
2017-01-102016-05-252015-07-19,2003-09-272003-04-062002-04-06,SO61785SO50584SO46829,1263.0,56536.0,24.0,3.0,3.0
2017-01-102016-05-252015-07-19,2003-12-082003-04-112002-04-15,SO61841SO50583SO46832,1197.0,59342.0,24.0,4.0,3.0
2017-01-102016-05-252015-07-19,2003-11-292003-04-012002-04-06,SO61841SO50580SO46830,1295.0,67644.0,26.0,3.0,3.0
2017-01-102016-05-262015-07-19,2003-10-152003-05-062002-05-13,SO61844SO50591SO46828,968.0,51490.0,9.0,4.0,4.0
2017-01-102016-05-262015-07-20,2003-11-182003-03-222002-06-05,SO61844SO50593SO46837,1297.0,55344.0,11.0,3.0,3.0
2017-01-102016-05-262015-07-20,2003-12-102003-03-072002-04-08,SO61816SO50587SO46836,1265.0,57573.0,18.0,3.0,4.0
2017-01-102016-05-262015-07-20,2003-11-122003-04-102002-04-02,SO61816SO50585SO46843,942.0,65162.0,23.0,4.0,3.0
2017-01-102016-05-262015-07-20,2003-10-152003-03-182002-06-14,SO61842SO50589SO46841,1214.0,54076.0,14.0,4.0,5.0
2017-01-102016-05-262015-07-20,2003-11-302003-02-012002-05-06,SO61842SO50592SO46844,1167.0,53529.0,24.0,6.0,4.0
2017-01-102016-05-262015-07-20,2003-12-252003-04-202002-05-31,SO61842SO50586SO46842,1167.0,46690.0,21.0,5.0,4.0
2017-01-102016-05-262015-07-20,2003-09-152003-04-122002-06-29,SO61842SO50588SO46840,1091.0,53958.0,17.0,3.0,3.0
2017-01-102016-05-262015-07-20,2003-12-122003-04-062002-06-14,SO61842SO50594SO46835,1218.0,42995.0,25.0,7.0,3.0
2017-01-102016-05-262015-07-20,2003-10-122003-04-192002-04-28,SO61848SO50590SO46839,949.0,78084.0,11.0,4.0,3.0
2017-01-102016-05-272015-07-21,2003-12-232003-02-192002-04-23,SO61848SO50598SO46846,1291.0,66826.0,9.0,3.0,3.0
2017-01-102016-05-272015-07-21,2003-12-092003-01-302002-05-29,SO61852SO50603SO46851,1197.0,53344.0,19.0,5.0,4.0
2017-01-102016-05-272015-07-21,2003-10-092003-02-272002-04-07,SO61852SO50604SO46849,1222.0,66801.0,19.0,4.0,4.0
2017-01-102016-05-272015-07-21,2003-10-182003-02-232002-04-09,SO61852SO50599SO46852,889.0,53676.0,16.0,6.0,3.0
2017-01-102016-05-272015-07-21,2003-12-152003-05-102002-05-25,SO61852SO50596SO46845,1300.0,56578.0,15.0,3.0,3.0
2017-01-102016-05-272015-07-21,2003-12-132003-04-162002-03-27,SO61805SO50602SO46847,956.0,57533.0,22.0,4.0,5.0
2017-01-102016-05-272015-07-21,2003-11-142003-03-252002-06-14,SO61805SO50601SO46854,1203.0,61760.0,23.0,3.0,3.0
2017-01-102016-05-272015-07-21,2003-11-222003-03-122002-04-19,SO61838SO50595SO46850,964.0,45647.0,16.0,7.0,4.0
2017-01-102016-05-272015-07-21,2003-12-162003-02-262002-07-03,SO61838SO50597SO46853,1207.0,57319.0,19.0,5.0,4.0
2017-01-102016-05-272015-07-21,2003-12-052003-02-022002-05-02,SO61838SO50600SO46848,926.0,50157.0,21.0,6.0,3.0
2017-01-102016-05-282015-07-22,2003-11-222003-04-242002-03-27,SO61838SO50605SO46861,1087.0,63162.0,14.0,3.0,3.0
2017-01-102016-05-282015-07-22,2003-10-022003-03-232002-05-05,SO61838SO50606SO46857,1203.0,54856.0,9.0,4.0,3.0
2017-01-102016-05-282015-07-22,2003-09-162003-04-242002-07-03,SO61791SO50614SO46855,1250.0,60891.0,26.0,4.0,4.0
2017-01-102016-05-282015-07-22,2003-11-142003-03-092002-07-07,SO61791SO50610SO46859,1248.0,47451.0,17.0,3.0,3.0
2017-01-102016-05-282015-07-22,2003-09-222003-03-202002-05-08,SO61799SO50615SO46860,1273.0,74718.0,22.0,3.0,4.0
2017-01-102016-05-282015-07-22,2003-10-152003-02-142002-05-02,SO61799SO50607SO46858,1235.0,63280.0,13.0,4.0,4.0
2017-01-102016-05-282015-07-22,2003-09-132003-02-242002-06-24,SO61798SO50613SO46856,1214.0,57691.0,14.0,4.0,4.0
2017-01-102016-05-282015-07-23,2003-11-042003-03-112002-05-10,SO61798SO50612SO46862,1249.0,56300.0,20.0,3.0,4.0
2017-01-102016-05-282015-07-23,2003-11-182003-03-312002-05-16,SO61790SO50609SO46865,1224.0,48023.0,21.0,4.0,4.0
2017-01-102016-05-282015-07-23,2003-09-132003-02-012002-06-29,SO61790SO50616SO46864,1282.0,57092.0,28.0,3.0,3.0
2017-01-102016-05-282015-07-23,2003-09-252003-02-182002-05-08,SO61840SO50611SO46868,1211.0,56908.0,21.0,6.0,5.0
2017-01-102016-05-282015-07-23,2003-12-162003-05-052002-06-16,SO61840SO50608SO46863,1265.0,66353.0,24.0,5.0,4.0
2017-01-102016-05-292015-07-23,2003-09-142003-05-122002-06-01,SO61840SO50618SO46867,1278.0,68959.0,10.0,4.0,4.0
2017-01-102016-05-292015-07-23,2003-11-102003-05-042002-06-23,SO61840SO50620SO46866,1297.0,68761.0,17.0,3.0,3.0
2017-01-102016-05-292015-07-24,2003-10-252003-04-022002-07-03,SO61854SO50621SO46874,1251.0,72629.0,26.0,5.0,4.0
2017-01-102016-05-292015-07-24,2003-10-122003-04-092002-05-13,SO61854SO50619SO46870,1263.0,69431.0,21.0,4.0,4.0
2017-01-102016-05-292015-07-24,2003-11-252003-02-252002-06-18,SO61854SO50623SO46873,1272.0,77261.0,25.0,3.0,3.0
2017-01-102016-05-292015-07-24,2003-11-082003-04-062002-04-15,SO61796SO50624SO46871,1203.0,53197.0,24.0,5.0,4.0
2017-01-102016-05-292015-07-24,2003-10-312003-03-182002-06-30,SO61796SO50625SO46869,1233.0,53060.0,24.0,4.0,4.0
2017-01-102016-05-292015-07-25,2003-12-092003-03-282002-05-04,SO61796SO50622SO46876,1075.0,57736.0,22.0,3.0,3.0
2017-01-102016-05-302015-07-25,2003-12-022003-03-282002-04-26,SO61807SO50638SO46881,1202.0,54551.0,22.0,3.0,4.0
2017-01-102016-05-302015-07-25,2003-11-272003-02-262002-06-08,SO61807SO50633SO46879,986.0,45340.0,6.0,4.0,3.0
2017-01-102016-05-302015-07-25,2003-10-162003-02-142002-05-16,SO61789SO50632SO46883,1167.0,59650.0,17.0,3.0,3.0
2017-01-102016-05-302015-07-25,2003-11-032003-04-252002-07-03,SO61847SO50636SO46875,1195.0,53032.0,18.0,4.0,4.0
2017-01-102016-05-302015-07-25,2003-11-142003-02-082002-05-13,SO61847SO50630SO46878,1326.0,70323.0,15.0,3.0,3.0
2017-01-102016-05-302015-07-25,2003-09-302003-05-112002-05-21,SO61820SO50629SO46877,1275.0,50150.0,19.0,4.0,4.0
2017-01-102016-05-302015-07-25,2003-10-072003-02-132002-05-19,SO61820SO50627SO46880,919.0,54592.0,19.0,5.0,3.0
